,datetime,project,business_type,business_line,version,chain,component,price,market_cap,market_cap_circulating,market_cap_fully_diluted,volume,vol_mc,pe,pe_circulating,ps,ps_circulating,tvl,gmv,revenue,revenue_supply_side,revenue_protocol,token_incentives
31,2022-01-18T00:00:00+00:00,Alchemix Finance,total,total,total,total,,265.9504952100689,636435492.0674075,257817608.3493208,636435492.0674075,10790986.769039031,0.016955350390634897,,,,,1166679179.5434475,,,,,
32,2022-01-17T00:00:00+00:00,Alchemix Finance,total,total,total,total,,296.28760249859033,709034010.0352765,286713124.36869115,709034010.0352765,9359844.386942416,0.013200839810881196,,,,,1170100320.849165,,,,,
33,2022-01-16T00:00:00+00:00,Alchemix Finance,total,total,total,total,,311.3143488777144,744993915.7253032,300391749.14496434,744993915.7253032,10785408.473911349,0.014477176586618169,,,,,1179888124.6999853,,,,,
34,2022-01-15T00:00:00+00:00,Alchemix Finance,total,total,total,total,,315.8968273352036,755960061.6227823,303085078.36761075,755960061.6227823,21745461.1859055,0.028765357179353614,,,,,1203045450.9830444,,,,,
35,2022-01-14T00:00:00+00:00,Alchemix Finance,total,total,total,total,,302.82237186089935,724672105.2054439,290903636.2613713,724672105.2054439,21176000.018326305,0.029221491852957315,,,,,1203045450.9830444,,,,,
36,2022-01-13T00:00:00+00:00,Alchemix Finance,total,total,total,total,,311.24185662797316,744820437.4221375,298725722.9872909,744820437.4221375,35648586.26832573,0.04786198723508092,,,,,1214050158.5015302,,,,,
37,2022-01-12T00:00:00+00:00,Alchemix Finance,total,total,total,total,,303.11611397053065,725375047.6983181,288525097.9436946,725375047.6983181,23536622.98089883,0.032447522223962216,,,,,1230400448.7396367,,,,,
38,2022-01-11T00:00:00+00:00,Alchemix Finance,total,total,total,total,,270.7575001622007,647938943.338156,255473110.66549802,647938943.338156,17098882.9102339,0.02638965150349063,,,,,1241984974.4933243,,,,,
39,2022-01-10T00:00:00+00:00,Alchemix Finance,total,total,total,total,,285.90384399080654,684185052.9006395,272720626.26837796,684185052.9006395,9512927.166607238,0.0139040265879482,,,,,1248455361.0713987,,,,,
40,2022-01-09T00:00:00+00:00,Alchemix Finance,total,total,total,total,,285.3432262690673,682843461.0554543,273888160.2576253,682843461.0554543,16643438.247242756,0.02437372428157605,,,,,1273790488.4868464,,,,,
41,2022-01-08T00:00:00+00:00,Alchemix Finance,total,total,total,total,,308.15530605186103,737434136.7004665,292740168.86174035,737434136.7004665,44755107.319930054,0.06069031130045019,,,,,1293260765.6256576,,,,,
42,2022-01-07T00:00:00+00:00,Alchemix Finance,total,total,total,total,,358.6711693908737,858321628.6225241,343872391.1905762,858321628.6225241,102598159.07876763,0.11953346584475809,,,,,1277482316.982982,,,,,
43,2022-01-06T00:00:00+00:00,Alchemix Finance,total,total,total,total,,357.25522858809796,854933197.3250337,325665454.4763539,854933197.3250337,82220857.7515002,0.09617226001839414,,,,,1297685095.1286016,,,,,
44,2022-01-05T00:00:00+00:00,Alchemix Finance,total,total,total,total,,301.8633312903632,722377063.5777166,301699919.76168466,722377063.5777166,28133387.727017175,0.038945571704174765,,,,,1305557664.4648576,,,,,
45,2022-01-04T00:00:00+00:00,Alchemix Finance,total,total,total,total,,324.254484984682,775960437.8374431,307865413.6157471,775960437.8374431,49634276.9059311,0.06396495811598199,,,,,1317665854.0179574,,,,,
46,2022-01-03T00:00:00+00:00,Alchemix Finance,total,total,total,total,,319.53444689633284,764665103.4897382,301672093.1492121,764665103.4897382,25624505.412657756,0.0335107556180006,,,,,1312706313.082611,,,,,
47,2022-01-02T00:00:00+00:00,Alchemix Finance,total,total,total,total,,315.12067622510256,754102685.4472439,296901593.2459898,754102685.4472439,46424955.26746798,0.061563174569434435,,,,,1314331459.6564786,,,,,
48,2022-01-01T00:00:00+00:00,Alchemix Finance,total,total,total,total,,274.3603916819452,656560878.9183958,257933756.84793034,656560878.9183958,48059191.15055921,0.07319837762757185,,,,,1304045054.9881396,,,,,
49,2021-12-31T00:00:00+00:00,Alchemix Finance,total,total,total,total,,236.50533769225086,565971463.4178178,215527091.84165207,565971463.4178178,20202611.676610183,0.03569545989935535,,,,,1309477376.0490816,,,,,
50,2021-12-30T00:00:00+00:00,Alchemix Finance,total,total,total,total,,236.53385328376862,566039702.9392554,215610938.48438838,566039702.9392554,35053088.71125475,0.061926908181945114,,,,,1437651337.6002967,,,,,
51,2021-12-29T00:00:00+00:00,Alchemix Finance,total,total,total,total,,252.13469884488097,603373462.4177308,231015057.18238777,603373462.4177308,70181124.42951983,0.11631456933538727,,,,,1448612662.5127134,,,,,
52,2021-12-28T00:00:00+00:00,Alchemix Finance,total,total,total,total,,223.42472533823576,534668773.21791846,201811775.63867137,534668773.21791846,22608402.536293373,0.0422848755505658,,,,,1469775085.736871,,,,,
53,2021-12-27T00:00:00+00:00,Alchemix Finance,total,total,total,total,,202.5260113342823,484656896.6836176,184634826.228185,484656896.6836176,2909178.2643736494,0.006002552082267698,,,,,1468335329.994406,,,,,
54,2021-12-26T00:00:00+00:00,Alchemix Finance,total,total,total,total,,204.70188678780553,489863897.1964259,186131325.95951974,489863897.1964259,2842758.7079965523,0.00580316027424381,,,,,1483243805.7360346,,,,,
55,2021-12-25T00:00:00+00:00,Alchemix Finance,total,total,total,total,,201.41432355446943,481996561.1252586,183244161.2645239,481996561.1252586,4510944.547023833,0.009358872885924083,,,,,1483243805.7360346,,,,,
56,2021-12-24T00:00:00+00:00,Alchemix Finance,total,total,total,total,,211.66942927558853,506537644.4222399,190391585.35529384,506537644.4222399,8395416.634353608,0.016574121838327485,,,,,1514642289.3311894,,,,,
57,2021-12-23T00:00:00+00:00,Alchemix Finance,total,total,total,total,,198.66519251087564,475417725.5900761,179103647.30646947,475417725.5900761,8888066.416776149,0.018695277728116914,,,,,1535550696.9187324,,,,,
58,2021-12-22T00:00:00+00:00,Alchemix Finance,total,total,total,total,,186.89770643343036,447257425.35758483,168686610.64996976,447257425.35758483,3453434.0155145745,0.00772135647106034,,,,,1533404874.2804825,,,,,
59,2021-12-21T00:00:00+00:00,Alchemix Finance,total,total,total,total,,185.03734162647635,442805460.7526555,166576698.07716,442805460.7526555,3007031.5763605023,0.006790863805629951,,,,,1495999075.1463788,,,,,
60,2021-12-20T00:00:00+00:00,Alchemix Finance,total,total,total,total,,187.91445344082743,449690561.9511065,168983077.7934108,449690561.9511065,2082248.2733693535,0.004630402435699218,,,,,1501715032.8657858,,,,,
61,2021-12-19T00:00:00+00:00,Alchemix Finance,total,total,total,total,,193.4416480326739,462917470.24107057,173862714.98133785,462917470.24107057,3904286.6016663876,0.008434087829161378,,,,,1501715032.8657858,,,,,
62,2021-12-18T00:00:00+00:00,Alchemix Finance,total,total,total,total,,191.37448903356454,457970634.726662,170706535.7731772,457970634.726662,7626658.06894247,0.016653159592851213,,,,,1511272328.7162075,,,,,
63,2021-12-17T00:00:00+00:00,Alchemix Finance,total,total,total,total,,205.15018649925784,490936705.30391395,181877852.15451676,490936705.30391395,2188415.110366291,0.004457631883547095,,,,,1522925841.780141,,,,,
64,2021-12-16T00:00:00+00:00,Alchemix Finance,total,total,total,total,,207.8321035942977,497354693.82737005,184092395.86645088,497354693.82737005,5612653.999609998,0.01128501262633731,,,,,1522925841.780141,,,,,
65,2021-12-15T00:00:00+00:00,Alchemix Finance,total,total,total,total,,199.90455728509465,478383599.8566686,176859062.92919427,478383599.8566686,5759090.951358376,0.012038646293651981,,,,,1475435457.2336023,,,,,
66,2021-12-14T00:00:00+00:00,Alchemix Finance,total,total,total,total,,198.29493201136285,474531669.99911195,175984943.07265043,474531669.99911195,4868048.600087211,0.010258637953703534,,,,,1526152057.6025555,,,,,
67,2021-12-13T00:00:00+00:00,Alchemix Finance,total,total,total,total,,227.42600444749814,544244074.2031299,201608296.59090295,544244074.2031299,5913316.15526111,0.010865191621827497,,,,,1516509436.098809,,,,,
68,2021-12-12T00:00:00+00:00,Alchemix Finance,total,total,total,total,,223.0704628818609,533821001.904066,197225013.0604528,533821001.904066,5995916.2456936,0.011232072594197291,,,,,1493841075.569661,,,,,
69,2021-12-11T00:00:00+00:00,Alchemix Finance,total,total,total,total,,215.8414376081926,516521510.68266135,191038431.75968233,516521510.68266135,17493350.04440432,0.033867611866317454,,,,,1523179582.1116707,,,,,
70,2021-12-10T00:00:00+00:00,Alchemix Finance,total,total,total,total,,234.792881260239,561873452.4286275,206538780.38946018,561873452.4286275,75084024.92739753,0.13363155814330835,,,,,1523179582.1116707,,,,,
71,2021-12-09T00:00:00+00:00,Alchemix Finance,total,total,total,total,,281.1939974716672,672914107.589548,245579643.759987,672914107.589548,8614417.723675415,0.012801660162146403,,,,,1550942910.9528286,,,,,
